GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021700699,467,203110,Draymond Green,1610612744,Golden State Warriors,4,11,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-166,209,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,472,2733,Shaun Livingston,1610612744,Golden State Warriors,4,10,43,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,7,98,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,481,2738,Andre Iguodala,1610612744,Golden State Warriors,4,9,45,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,9,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,488,202691,Klay Thompson,1610612744,Golden State Warriors,4,8,32,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-74,38,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,506,2733,Shaun Livingston,1610612744,Golden State Warriors,4,7,28,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,3,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,509,1627775,Patrick McCaw,1610612744,Golden State Warriors,4,6,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,5,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,519,2561,David West,1610612744,Golden State Warriors,4,6,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,16,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,561,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2,264,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,565,203110,Draymond Green,1610612744,Golden State Warriors,4,3,23,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,210,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,583,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,61,256,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700699,613,201580,JaVale McGee,1610612744,Golden State Warriors,4,1,6,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,13,1,1,20180123,GSW,NYK
Shot Chart Detail,0021700713,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-78,157,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,19,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,26,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,46,202691,Klay Thompson,1610612744,Golden State Warriors,1,8,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-172,195,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,51,2585,Zaza Pachulia,1610612744,Golden State Warriors,1,8,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,18,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,55,201142,Kevin Durant,1610612744,Golden State Warriors,1,7,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-77,167,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,15,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,68,2585,Zaza Pachulia,1610612744,Golden State Warriors,1,6,55,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,13,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,73,203110,Draymond Green,1610612744,Golden State Warriors,1,6,32,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,3,112,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,94,2738,Andre Iguodala,1610612744,Golden State Warriors,1,5,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,44,157,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,98,201142,Kevin Durant,1610612744,Golden State Warriors,1,4,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,119,186,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,102,201142,Kevin Durant,1610612744,Golden State Warriors,1,4,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,222,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,108,2585,Zaza Pachulia,1610612744,Golden State Warriors,1,3,32,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-2,90,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,135,2738,Andre Iguodala,1610612744,Golden State Warriors,1,2,2,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,16,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,145,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,4,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,131,238,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,153,2738,Andre Iguodala,1610612744,Golden State Warriors,1,0,33,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,140,221,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,177,2733,Shaun Livingston,1610612744,Golden State Warriors,2,11,34,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,33,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,188,202691,Klay Thompson,1610612744,Golden State Warriors,2,10,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,23,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,192,2561,David West,1610612744,Golden State Warriors,2,10,12,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,200,2733,Shaun Livingston,1610612744,Golden State Warriors,2,9,13,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,17,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,216,2738,Andre Iguodala,1610612744,Golden State Warriors,2,8,4,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,17,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,220,2561,David West,1610612744,Golden State Warriors,2,7,44,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,13,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,262,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-169,216,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,272,201142,Kevin Durant,1610612744,Golden State Warriors,2,4,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-5,281,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,275,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-226,71,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,278,201156,Nick Young,1610612744,Golden State Warriors,2,3,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,223,104,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,304,201142,Kevin Durant,1610612744,Golden State Warriors,2,2,12,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,32,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,308,202691,Klay Thompson,1610612744,Golden State Warriors,2,1,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-181,197,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,314,203110,Draymond Green,1610612744,Golden State Warriors,2,1,16,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,93,45,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,319,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,53,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,18,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,356,201142,Kevin Durant,1610612744,Golden State Warriors,3,10,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-5,263,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,363,201142,Kevin Durant,1610612744,Golden State Warriors,3,9,18,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,8,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,368,202691,Klay Thompson,1610612744,Golden State Warriors,3,8,51,Made Shot,Jump Shot,3PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-218,-4,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,82,199,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,379,202691,Klay Thompson,1610612744,Golden State Warriors,3,7,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,127,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,384,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,51,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,50,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,392,202691,Klay Thompson,1610612744,Golden State Warriors,3,6,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,107,241,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,410,2585,Zaza Pachulia,1610612744,Golden State Warriors,3,4,42,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,20,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,432,201142,Kevin Durant,1610612744,Golden State Warriors,3,3,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-169,182,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,438,201142,Kevin Durant,1610612744,Golden State Warriors,3,2,41,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,13,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,441,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-6,278,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,460,1626172,Kevon Looney,1610612744,Golden State Warriors,3,0,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,531,2561,David West,1610612744,Golden State Warriors,4,8,41,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,562,2733,Shaun Livingston,1610612744,Golden State Warriors,4,6,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,565,201156,Nick Young,1610612744,Golden State Warriors,4,6,15,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,21,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,569,201142,Kevin Durant,1610612744,Golden State Warriors,4,5,47,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,16,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,602,202691,Klay Thompson,1610612744,Golden State Warriors,4,4,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,187,187,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,631,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,165,218,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700713,641,203110,Draymond Green,1610612744,Golden State Warriors,4,0,34,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,19,1,1,20180125,GSW,MIN
Shot Chart Detail,0021700728,13,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,0,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,46,104,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,17,202691,Klay Thompson,1610612744,Golden State Warriors,1,10,39,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,17,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,11,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,27,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,28,203110,Draymond Green,1610612744,Golden State Warriors,1,9,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1,255,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,56,201142,Kevin Durant,1610612744,Golden State Warriors,1,7,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,98,122,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,67,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,30,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-16,163,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,71,201142,Kevin Durant,1610612744,Golden State Warriors,1,5,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-86,234,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,30,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,7,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,190,169,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,102,203110,Draymond Green,1610612744,Golden State Warriors,1,3,18,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-14,58,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,115,2738,Andre Iguodala,1610612744,Golden State Warriors,1,2,12,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,148,116,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,157,201142,Kevin Durant,1610612744,Golden State Warriors,2,11,33,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,71,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,163,2561,David West,1610612744,Golden State Warriors,2,11,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,14,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,170,202691,Klay Thompson,1610612744,Golden State Warriors,2,10,2,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-2,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,179,2733,Shaun Livingston,1610612744,Golden State Warriors,2,9,21,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-106,13,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,189,2561,David West,1610612744,Golden State Warriors,2,8,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,15,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,218,201142,Kevin Durant,1610612744,Golden State Warriors,2,6,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,119,106,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,270,201142,Kevin Durant,1610612744,Golden State Warriors,2,3,4,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-107,145,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,273,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,164,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,279,203110,Draymond Green,1610612744,Golden State Warriors,2,1,33,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,55,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,305,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-170,131,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,308,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,10,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,11,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,312,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,42,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,218,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,316,201142,Kevin Durant,1610612744,Golden State Warriors,3,10,23,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,21,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,370,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,377,2585,Zaza Pachulia,1610612744,Golden State Warriors,3,6,9,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,23,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,397,202691,Klay Thompson,1610612744,Golden State Warriors,3,4,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,41,128,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,20,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-45,253,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,416,1626172,Kevon Looney,1610612744,Golden State Warriors,3,3,21,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,421,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,131,227,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,12,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-50,263,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,481,203110,Draymond Green,1610612744,Golden State Warriors,4,11,9,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,19,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,504,2733,Shaun Livingston,1610612744,Golden State Warriors,4,8,49,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,27,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,533,201142,Kevin Durant,1610612744,Golden State Warriors,4,7,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-5,176,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,543,2561,David West,1610612744,Golden State Warriors,4,6,13,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,19,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,546,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,94,36,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,608,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,45,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-38,273,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700728,612,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,12,1,1,20180127,GSW,BOS
Shot Chart Detail,0021700751,26,2585,Zaza Pachulia,1610612744,Golden State Warriors,1,10,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,10,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,34,201142,Kevin Durant,1610612744,Golden State Warriors,1,9,23,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,15,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,40,201142,Kevin Durant,1610612744,Golden State Warriors,1,8,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-119,111,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,45,203110,Draymond Green,1610612744,Golden State Warriors,1,8,21,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,6,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,63,2585,Zaza Pachulia,1610612744,Golden State Warriors,1,6,51,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,74,202691,Klay Thompson,1610612744,Golden State Warriors,1,6,27,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-133,87,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,81,203110,Draymond Green,1610612744,Golden State Warriors,1,5,38,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,0,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,98,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,34,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,67,55,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,122,201580,JaVale McGee,1610612744,Golden State Warriors,1,3,12,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,15,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,154,201580,JaVale McGee,1610612744,Golden State Warriors,1,1,9,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,11,31,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,159,201580,JaVale McGee,1610612744,Golden State Warriors,1,0,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,20,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,166,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,9,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,181,202691,Klay Thompson,1610612744,Golden State Warriors,2,11,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,40,242,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,194,2561,David West,1610612744,Golden State Warriors,2,10,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,34,173,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,208,202691,Klay Thompson,1610612744,Golden State Warriors,2,9,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-194,116,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,228,202691,Klay Thompson,1610612744,Golden State Warriors,2,7,36,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,17,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,244,202691,Klay Thompson,1610612744,Golden State Warriors,2,6,32,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,134,4,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,249,202691,Klay Thompson,1610612744,Golden State Warriors,2,5,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,4,1,1,20180130,UTA,GSW
Shot Chart Detail,0021700751,265,201156,Nick Young,1610612744,Golden State Warriors,2,4,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,160,61,1,1,20180130,UTA,GSW
